ID,LACT,Time_Born,AdjTime,N_CALVES,CSEX,NUM_DEAD,AGEFDAT,CINT,GEST,PDIM,DDRY,PDOPN,PREFR,PTOTF,PTOTM,PTOTS,EASE,Time,Raw_Activity_Data,Activity_Change,Activity_Change_by_2_Hours,Rumination_Raw_Data,Weighted_Rumination_Change,Rumination_Deviation_by_2_Hours,Total_Rumination_Minutes_In_Last,Daily_Rumination,Weekly_Rumination_Average,Group,new_health_index,Daily_activity,parity,Day,Period,CalvingYN,newvar,period_to_calving
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,22:00,71,3,51.66,4,5,-7.84,363,363,372,,,498,2,0,0,1,0,0
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,20:00,24,-14,-42.36,20,4,3.96,408,363,372,,,498,2,0,1,0,1,-1
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,18:00,30,3,-9.73,69,-3,14.01,388,363,372,,,498,2,0,2,0,2,-2
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,16:00,42,10,6.06,9,5,-10.53,374,363,372,,,498,2,0,3,0,3,-3
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,14:00,38,8,2.92,25,6,-1.77,375,363,372,,,498,2,0,4,0,4,-4
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,12:00,39,8,1.33,21,1,3.21,409,363,372,,,498,2,0,5,0,5,-5
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,10:00,45,10,1.57,26,8,-0.28,408,363,372,,,498,2,0,6,0,6,-6
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,8:00,42,10,8.19,44,7,4.35,402,363,372,,,498,2,0,7,0,7,-7
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,6:00,33,8,5.4,42,13,2.47,396,363,372,,,498,2,0,8,0,8,-8
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,4:00,38,9,2.21,45,0,5.87,374,363,372,,,498,2,0,9,0,9,-9
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,2:00,48,13,6.97,43,6,-0.65,353,363,372,,,498,2,0,10,0,10,-10
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,0:00,48,1,10.79,15,11,-5.41,373,363,372,,,498,2,0,11,0,11,-11
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,22:00,34,-3,-0.4,49,3,8.71,375,375,356,,,470,2,-1,12,0,12,-12
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,20:00,60,-4,10.19,0,5,-5.4,363,375,356,,,470,2,-1,13,0,13,-13
10111,4,21:30,22:00,2,F,0,1755,346,272,276,70,74,23,977,27630,798,4,18:00,40,0,1.18,55,-5,9.97,385,375,356,,,470,2,-1,14,0,14,-14
