ID,LACT,Time_Born,AdjTime,N_CALVES,CSEX,NUM_DEAD,AGEFDAT,CINT,GEST,PDIM,DDRY,PDOPN,PREFR,PTOTF,PTOTM,PTOTS,EASE,Time,Raw_Activity_Data,Activity_Change,Activity_Change_by_2_Hours,Rumination_Raw_Data,Weighted_Rumination_Change,Rumination_Deviation_by_2_Hours,Total_Rumination_Minutes_In_Last,Daily_Rumination,Weekly_Rumination_Average,Group,new_health_index,Daily_activity,parity,Day,Period,CalvingYN,newvar,period_to_calving
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,16:00,78,23,17.49,2,-6,-13.75,401,398,522,,,706,2,0,0,1,0,0
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,14:00,70,13,4.86,3,-2,-11.43,426,398,522,,,706,2,0,1,0,1,-1
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,12:00,77,13,18.28,25,-7,-2.99,467,398,522,,,706,2,0,2,0,2,-2
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,10:00,52,8,3.08,43,-15,4.7,471,398,522,,,706,2,0,3,0,3,-3
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,8:00,57,7,4.43,43,-17,-0.76,455,398,522,,,706,2,0,4,0,4,-4
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,6:00,54,11,13.36,41,-14,-2.46,442,398,522,,,706,2,0,5,0,5,-5
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,4:00,43,10,6.43,46,-6,-3.96,463,398,522,,,706,2,0,6,0,6,-6
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,2:00,49,12,1.97,54,-5,-0.45,496,398,522,,,706,2,0,7,0,7,-7
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,0:00,74,9,6.05,37,-2,-2.32,479,398,522,,,706,2,0,8,0,8,-8
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,22:00,27,3,-10.17,44,-3,-2.64,463,463,522,15,97.8,564,2,-1,9,0,9,-9
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,20:00,71,3,5.32,35,-4,-0.71,473,463,522,15,96,564,2,-1,10,0,10,-10
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,18:00,60,-2,11.59,28,-1,-0.77,500,463,522,15,96,564,2,-1,11,0,11,-11
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,16:00,36,-3,-5.26,27,4,-6.2,482,463,522,15,96,564,2,-1,12,0,12,-12
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,14:00,60,-2,1.99,44,0,7.53,476,463,522,15,96,564,2,-1,13,0,13,-13
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,12:00,33,-7,-6.08,29,-8,-2.15,458,463,522,15,96,564,2,-1,14,0,14,-14
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,10:00,38,-6,-2.59,27,-9,-1.11,475,463,522,15,96,564,2,-1,15,0,15,-15
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,8:00,62,7,9.12,30,8,-4.27,475,463,522,15,96,564,2,-1,16,0,16,-16
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,6:00,27,-1,-9.81,62,-4,4.14,500,463,522,15,96,564,2,-1,17,0,17,-17
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,4:00,31,-2,-3.34,79,-9,4.62,496,463,522,15,96,564,2,-1,18,0,18,-18
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,2:00,44,-2,-3.13,37,-11,-3.79,480,463,522,15,96,564,2,-1,19,0,19,-19
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,0:00,75,-5,8.89,21,-1,-7.98,487,463,522,15,97.3,564,2,-1,20,0,20,-20
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,22:00,32,-9,-7.88,54,-3,0.39,535,535,509,15,97.3,499,2,-2,21,0,21,-21
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,20:00,43,-5,-4.48,62,-4,11.45,532,535,509,15,98.4,499,2,-2,22,0,22,-22
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,18:00,35,-3,-5.13,10,1,-10.36,481,535,509,15,98.4,499,2,-2,23,0,23,-23
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,16:00,30,-2,-13.28,21,5,-5.32,516,535,509,15,98.4,499,2,-2,24,0,24,-24
11115,3,15:30,16:00,1,F,0,1475,436,274,380,56,162,22,1374,37350,1125,1,14:00,60,1,2.54,26,4,-0.25,537,535,509,15,98.4,499,2,-2,25,0,25,-25
